area_id,iso3,country,country_code,country_en
1398,BDI,Burundi,BI,Burundi
1399,BDI,Burundi,BI,Burundi
1400,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1401,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1402,KEN,Kenya,KE,Kenya
1403,KEN,Kenya,KE,Kenya
1404,BDI,Burundi,BI,Burundi
1405,BDI,Burundi,BI,Burundi
1407,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1408,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1409,BDI,Burundi,BI,Burundi
1410,BDI,Burundi,BI,Burundi
1411,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1412,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1413,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1414,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1415,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1416,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1417,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1418,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1419,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1420,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1421,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1422,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1423,BDI,Burundi,BI,Burundi
1424,BDI,Burundi,BI,Burundi
1425,BDI,Burundi,BI,Burundi
1426,BDI,Burundi,BI,Burundi
1427,BDI,Burundi,BI,Burundi
1428,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1429,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1430,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1431,BDI,Burundi,BI,Burundi
1432,KEN,Kenya,KE,Kenya
1433,KEN,Kenya,KE,Kenya
1434,KEN,Kenya,KE,Kenya
1435,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1436,BDI,Burundi,BI,Burundi
1437,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1438,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1439,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1440,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1441,ECU,Ecuador,EC,Ecuador
1442,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1443,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1444,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1445,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1446,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1448,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1449,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1450,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1451,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1452,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1453,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1454,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1455,ECU,Ecuador,EC,Ecuador
1456,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1457,ECU,Ecuador,EC,Ecuador
1458,BDI,Burundi,BI,Burundi
1459,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1460,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1461,BDI,Burundi,BI,Burundi
1462,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1463,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1464,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1465,BDI,Burundi,BI,Burundi
1466,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1467,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1468,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1469,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1470,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1471,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1472,KEN,Kenya,KE,Kenya
1473,KEN,Kenya,KE,Kenya
1474,ECU,Ecuador,EC,Ecuador
1475,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1476,KEN,Kenya,KE,Kenya
1477,ECU,Ecuador,EC,Ecuador
1478,KEN,Kenya,KE,Kenya
1479,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1480,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1481,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1482,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1483,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1484,KEN,Kenya,KE,Kenya
1485,KEN,Kenya,KE,Kenya
1486,KEN,Kenya,KE,Kenya
1487,KEN,Kenya,KE,Kenya
1488,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1489,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1490,ECU,Ecuador,EC,Ecuador
1491,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1492,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1493,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1494,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1495,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1496,ECU,Ecuador,EC,Ecuador
1497,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1498,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1499,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1500,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1501,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1502,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1503,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1504,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1505,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1506,ECU,Ecuador,EC,Ecuador
1507,KEN,Kenya,KE,Kenya
1508,KEN,Kenya,KE,Kenya
1509,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1510,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1511,KEN,Kenya,KE,Kenya
1512,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1513,KEN,Kenya,KE,Kenya
1514,KEN,Kenya,KE,Kenya
1515,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1516,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1517,SOM,Somalia,SO,Somalia
1518,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1519,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1520,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1521,ECU,Ecuador,EC,Ecuador
1522,KEN,Kenya,KE,Kenya
1523,KEN,Kenya,KE,Kenya
1524,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1525,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1526,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1527,ECU,Ecuador,EC,Ecuador
1528,KEN,Kenya,KE,Kenya
1529,KEN,Kenya,KE,Kenya
1530,KEN,Kenya,KE,Kenya
1531,KEN,Kenya,KE,Kenya
1532,KEN,Kenya,KE,Kenya
1533,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1534,KEN,Kenya,KE,Kenya
1535,KEN,Kenya,KE,Kenya
1536,KEN,Kenya,KE,Kenya
1537,KEN,Kenya,KE,Kenya
1538,SOM,Somalia,SO,Somalia
1539,SOM,Somalia,SO,Somalia
1540,KEN,Kenya,KE,Kenya
1541,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1542,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1543,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1544,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1545,KEN,Kenya,KE,Kenya
1546,TZA,Tanzania,TZ,"Tanzania, United Republic of"
1547,SOM,Somalia,SO,Somalia
1548,SOM,Somalia,SO,Somalia
1549,SOM,Somalia,SO,Somalia
1550,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1551,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1552,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1553,KEN,Kenya,KE,Kenya
1554,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1555,UGA,Uganda,UG,Uganda
1556,ECU,Ecuador,EC,Ecuador
1557,UGA,Uganda,UG,Uganda
1558,UGA,Uganda,UG,Uganda
1559,UGA,Uganda,UG,Uganda
1560,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1561,SOM,Somalia,SO,Somalia
1562,SOM,Somalia,SO,Somalia
1563,SOM,Somalia,SO,Somalia
1564,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1565,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1566,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1567,ECU,Ecuador,EC,Ecuador
1568,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1569,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1570,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1571,ECU,Ecuador,EC,Ecuador
1572,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1573,SOM,Somalia,SO,Somalia
1574,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1575,ECU,Ecuador,EC,Ecuador
1576,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1577,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1578,UGA,Uganda,UG,Uganda
1579,KEN,Kenya,KE,Kenya
1580,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1581,KEN,Kenya,KE,Kenya
1582,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1583,KEN,Kenya,KE,Kenya
1584,SOM,Somalia,SO,Somalia
1586,SOM,Somalia,SO,Somalia
1587,ECU,Ecuador,EC,Ecuador
1588,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1589,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1590,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1591,KEN,Kenya,KE,Kenya
1592,KEN,Kenya,KE,Kenya
1593,SOM,Somalia,SO,Somalia
1594,SOM,Somalia,SO,Somalia
1595,UGA,Uganda,UG,Uganda
1596,SOM,Somalia,SO,Somalia
1598,SOM,Somalia,SO,Somalia
1599,SOM,Somalia,SO,Somalia
1600,UGA,Uganda,UG,Uganda
1601,SOM,Somalia,SO,Somalia
1602,SOM,Somalia,SO,Somalia
1603,SOM,Somalia,SO,Somalia
1604,KEN,Kenya,KE,Kenya
1605,KEN,Kenya,KE,Kenya
1606,SOM,Somalia,SO,Somalia
1607,SOM,Somalia,SO,Somalia
1608,SOM,Somalia,SO,Somalia
1609,ECU,Ecuador,EC,Ecuador
1610,SOM,Somalia,SO,Somalia
1612,SOM,Somalia,SO,Somalia
1613,KEN,Kenya,KE,Kenya
1614,KEN,Kenya,KE,Kenya
1615,SOM,Somalia,SO,Somalia
1616,SOM,Somalia,SO,Somalia
1617,ECU,Ecuador,EC,Ecuador
1618,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1619,KEN,Kenya,KE,Kenya
1620,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1621,KEN,Kenya,KE,Kenya
1622,ECU,Ecuador,EC,Ecuador
1623,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1624,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1625,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1626,SOM,Somalia,SO,Somalia
1627,SOM,Somalia,SO,Somalia
1628,SOM,Somalia,SO,Somalia
1629,SOM,Somalia,SO,Somalia
1630,SOM,Somalia,SO,Somalia
1631,SOM,Somalia,SO,Somalia
1632,SOM,Somalia,SO,Somalia
1633,SOM,Somalia,SO,Somalia
1634,SOM,Somalia,SO,Somalia
1635,UGA,Uganda,UG,Uganda
1636,SOM,Somalia,SO,Somalia
1637,SOM,Somalia,SO,Somalia
1638,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1639,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1640,UGA,Uganda,UG,Uganda
1641,SOM,Somalia,SO,Somalia
1642,SOM,Somalia,SO,Somalia
1643,KEN,Kenya,KE,Kenya
1644,KEN,Kenya,KE,Kenya
1645,UGA,Uganda,UG,Uganda
1646,UGA,Uganda,UG,Uganda
1647,UGA,Uganda,UG,Uganda
1648,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1649,UGA,Uganda,UG,Uganda
1650,SOM,Somalia,SO,Somalia
1651,SOM,Somalia,SO,Somalia
1652,UGA,Uganda,UG,Uganda
1653,SOM,Somalia,SO,Somalia
1654,UGA,Uganda,UG,Uganda
1655,UGA,Uganda,UG,Uganda
1656,UGA,Uganda,UG,Uganda
1657,UGA,Uganda,UG,Uganda
1658,KEN,Kenya,KE,Kenya
1659,UGA,Uganda,UG,Uganda
1660,KEN,Kenya,KE,Kenya
1661,UGA,Uganda,UG,Uganda
1662,UGA,Uganda,UG,Uganda
1663,UGA,Uganda,UG,Uganda
1664,UGA,Uganda,UG,Uganda
1665,SOM,Somalia,SO,Somalia
1666,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1667,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1668,ECU,Ecuador,EC,Ecuador
1669,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1670,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1671,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1672,UGA,Uganda,UG,Uganda
1673,SOM,Somalia,SO,Somalia
1674,SOM,Somalia,SO,Somalia
1675,UGA,Uganda,UG,Uganda
1676,UGA,Uganda,UG,Uganda
1677,UGA,Uganda,UG,Uganda
1678,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1679,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1680,SOM,Somalia,SO,Somalia
1681,SOM,Somalia,SO,Somalia
1682,SOM,Somalia,SO,Somalia
1683,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1684,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1685,SOM,Somalia,SO,Somalia
1686,SOM,Somalia,SO,Somalia
1687,SOM,Somalia,SO,Somalia
1688,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1689,SOM,Somalia,SO,Somalia
1690,SOM,Somalia,SO,Somalia
1691,SOM,Somalia,SO,Somalia
1692,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1693,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1694,SOM,Somalia,SO,Somalia
1695,SOM,Somalia,SO,Somalia
1696,SOM,Somalia,SO,Somalia
1698,SOM,Somalia,SO,Somalia
1699,SOM,Somalia,SO,Somalia
1700,SOM,Somalia,SO,Somalia
1701,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1702,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1703,KEN,Kenya,KE,Kenya
1704,UGA,Uganda,UG,Uganda
1705,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1706,ECU,Ecuador,EC,Ecuador
1707,SOM,Somalia,SO,Somalia
1708,SOM,Somalia,SO,Somalia
1709,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1710,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1711,SOM,Somalia,SO,Somalia
1712,SOM,Somalia,SO,Somalia
1713,ECU,Ecuador,EC,Ecuador
1714,KEN,Kenya,KE,Kenya
1715,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1716,KEN,Kenya,KE,Kenya
1717,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1718,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1719,SOM,Somalia,SO,Somalia
1720,SOM,Somalia,SO,Somalia
1721,SOM,Somalia,SO,Somalia
1722,SOM,Somalia,SO,Somalia
1723,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1724,KEN,Kenya,KE,Kenya
1725,KEN,Kenya,KE,Kenya
1726,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1727,SOM,Somalia,SO,Somalia
1728,SOM,Somalia,SO,Somalia
1729,SOM,Somalia,SO,Somalia
1730,SOM,Somalia,SO,Somalia
1731,UGA,Uganda,UG,Uganda
1732,UGA,Uganda,UG,Uganda
1733,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1734,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1736,SOM,Somalia,SO,Somalia
1737,UGA,Uganda,UG,Uganda
1738,SOM,Somalia,SO,Somalia
1739,SOM,Somalia,SO,Somalia
1740,SOM,Somalia,SO,Somalia
1741,SOM,Somalia,SO,Somalia
1742,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1743,SOM,Somalia,SO,Somalia
1744,SOM,Somalia,SO,Somalia
1745,UGA,Uganda,UG,Uganda
1746,SOM,Somalia,SO,Somalia
1747,SOM,Somalia,SO,Somalia
1748,SOM,Somalia,SO,Somalia
1749,SOM,Somalia,SO,Somalia
1750,SOM,Somalia,SO,Somalia
1751,SOM,Somalia,SO,Somalia
1752,SOM,Somalia,SO,Somalia
1753,SOM,Somalia,SO,Somalia
1754,SOM,Somalia,SO,Somalia
1755,SOM,Somalia,SO,Somalia
1756,SOM,Somalia,SO,Somalia
1757,SOM,Somalia,SO,Somalia
1758,SOM,Somalia,SO,Somalia
1759,SOM,Somalia,SO,Somalia
1760,SOM,Somalia,SO,Somalia
1761,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1762,SOM,Somalia,SO,Somalia
1763,SOM,Somalia,SO,Somalia
1764,SOM,Somalia,SO,Somalia
1765,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1766,SOM,Somalia,SO,Somalia
1767,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1768,SOM,Somalia,SO,Somalia
1769,SOM,Somalia,SO,Somalia
1770,SOM,Somalia,SO,Somalia
1771,SOM,Somalia,SO,Somalia
1772,SOM,Somalia,SO,Somalia
1773,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1774,UGA,Uganda,UG,Uganda
1775,UGA,Uganda,UG,Uganda
1776,UGA,Uganda,UG,Uganda
1777,KEN,Kenya,KE,Kenya
1778,KEN,Kenya,KE,Kenya
1779,UGA,Uganda,UG,Uganda
1780,UGA,Uganda,UG,Uganda
1781,SOM,Somalia,SO,Somalia
1782,SOM,Somalia,SO,Somalia
1783,SOM,Somalia,SO,Somalia
1784,SOM,Somalia,SO,Somalia
1785,SOM,Somalia,SO,Somalia
1786,SOM,Somalia,SO,Somalia
1787,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1788,SOM,Somalia,SO,Somalia
1789,SOM,Somalia,SO,Somalia
1790,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1791,UGA,Uganda,UG,Uganda
1792,UGA,Uganda,UG,Uganda
1793,UGA,Uganda,UG,Uganda
1794,UGA,Uganda,UG,Uganda
1795,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1796,UGA,Uganda,UG,Uganda
1797,UGA,Uganda,UG,Uganda
1798,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1799,SOM,Somalia,SO,Somalia
1800,SOM,Somalia,SO,Somalia
1801,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1802,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1803,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1804,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1805,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1806,SOM,Somalia,SO,Somalia
1807,SOM,Somalia,SO,Somalia
1808,SOM,Somalia,SO,Somalia
1809,SOM,Somalia,SO,Somalia
1810,SOM,Somalia,SO,Somalia
1811,SOM,Somalia,SO,Somalia
1812,SOM,Somalia,SO,Somalia
1813,SOM,Somalia,SO,Somalia
1814,SOM,Somalia,SO,Somalia
1815,SOM,Somalia,SO,Somalia
1816,SOM,Somalia,SO,Somalia
1817,SOM,Somalia,SO,Somalia
1818,SOM,Somalia,SO,Somalia
1819,SOM,Somalia,SO,Somalia
1820,SOM,Somalia,SO,Somalia
1821,SOM,Somalia,SO,Somalia
1822,SOM,Somalia,SO,Somalia
1823,SOM,Somalia,SO,Somalia
1824,UGA,Uganda,UG,Uganda
1825,UGA,Uganda,UG,Uganda
1826,SOM,Somalia,SO,Somalia
1827,SOM,Somalia,SO,Somalia
1828,SOM,Somalia,SO,Somalia
1829,SOM,Somalia,SO,Somalia
1830,SOM,Somalia,SO,Somalia
1831,SOM,Somalia,SO,Somalia
1832,SOM,Somalia,SO,Somalia
1833,KEN,Kenya,KE,Kenya
1834,SOM,Somalia,SO,Somalia
1835,SOM,Somalia,SO,Somalia
1836,SOM,Somalia,SO,Somalia
1837,SOM,Somalia,SO,Somalia
1838,SOM,Somalia,SO,Somalia
1839,SOM,Somalia,SO,Somalia
1840,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1841,KEN,Kenya,KE,Kenya
1842,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1843,UGA,Uganda,UG,Uganda
1844,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1845,UGA,Uganda,UG,Uganda
1846,UGA,Uganda,UG,Uganda
1847,SOM,Somalia,SO,Somalia
1848,SOM,Somalia,SO,Somalia
1849,SOM,Somalia,SO,Somalia
1850,UGA,Uganda,UG,Uganda
1851,UGA,Uganda,UG,Uganda
1852,KEN,Kenya,KE,Kenya
1853,KEN,Kenya,KE,Kenya
1854,UGA,Uganda,UG,Uganda
1855,SOM,Somalia,SO,Somalia
1856,SOM,Somalia,SO,Somalia
1857,SOM,Somalia,SO,Somalia
1858,SOM,Somalia,SO,Somalia
1859,UGA,Uganda,UG,Uganda
1860,SOM,Somalia,SO,Somalia
1861,SOM,Somalia,SO,Somalia
1862,SOM,Somalia,SO,Somalia
1863,SOM,Somalia,SO,Somalia
1864,SOM,Somalia,SO,Somalia
1865,SOM,Somalia,SO,Somalia
1866,SOM,Somalia,SO,Somalia
1867,UGA,Uganda,UG,Uganda
1868,UGA,Uganda,UG,Uganda
1869,SOM,Somalia,SO,Somalia
1870,SOM,Somalia,SO,Somalia
1871,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1872,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1873,SOM,Somalia,SO,Somalia
1874,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1875,SOM,Somalia,SO,Somalia
1876,SOM,Somalia,SO,Somalia
1877,SOM,Somalia,SO,Somalia
1878,SOM,Somalia,SO,Somalia
1879,UGA,Uganda,UG,Uganda
1880,UGA,Uganda,UG,Uganda
1881,UGA,Uganda,UG,Uganda
1882,UGA,Uganda,UG,Uganda
1883,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1884,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1885,SOM,Somalia,SO,Somalia
1886,SOM,Somalia,SO,Somalia
1887,UGA,Uganda,UG,Uganda
1888,SOM,Somalia,SO,Somalia
1889,SOM,Somalia,SO,Somalia
1890,SOM,Somalia,SO,Somalia
1891,SOM,Somalia,SO,Somalia
1892,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1893,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1894,SOM,Somalia,SO,Somalia
1895,SOM,Somalia,SO,Somalia
1896,SOM,Somalia,SO,Somalia
1897,UGA,Uganda,UG,Uganda
1898,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1899,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1900,SOM,Somalia,SO,Somalia
1901,SOM,Somalia,SO,Somalia
1902,SOM,Somalia,SO,Somalia
1903,SOM,Somalia,SO,Somalia
1904,UGA,Uganda,UG,Uganda
1905,SOM,Somalia,SO,Somalia
1906,SOM,Somalia,SO,Somalia
1907,SOM,Somalia,SO,Somalia
1908,SOM,Somalia,SO,Somalia
1909,SOM,Somalia,SO,Somalia
1910,SOM,Somalia,SO,Somalia
1911,SOM,Somalia,SO,Somalia
1912,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1913,SOM,Somalia,SO,Somalia
1915,SOM,Somalia,SO,Somalia
1916,UGA,Uganda,UG,Uganda
1917,SOM,Somalia,SO,Somalia
1918,SOM,Somalia,SO,Somalia
1919,SOM,Somalia,SO,Somalia
1920,UGA,Uganda,UG,Uganda
1921,KEN,Kenya,KE,Kenya
1922,SOM,Somalia,SO,Somalia
1923,SOM,Somalia,SO,Somalia
1924,SOM,Somalia,SO,Somalia
1925,SOM,Somalia,SO,Somalia
1926,SOM,Somalia,SO,Somalia
1927,SOM,Somalia,SO,Somalia
1928,KEN,Kenya,KE,Kenya
1929,SOM,Somalia,SO,Somalia
1930,SOM,Somalia,SO,Somalia
1931,SOM,Somalia,SO,Somalia
1932,SOM,Somalia,SO,Somalia
1933,SOM,Somalia,SO,Somalia
1934,SOM,Somalia,SO,Somalia
1935,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1936,SOM,Somalia,SO,Somalia
1937,SOM,Somalia,SO,Somalia
1938,KEN,Kenya,KE,Kenya
1939,SOM,Somalia,SO,Somalia
1940,SOM,Somalia,SO,Somalia
1941,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
1942,SOM,Somalia,SO,Somalia
1943,SOM,Somalia,SO,Somalia
1944,UGA,Uganda,UG,Uganda
1945,SOM,Somalia,SO,Somalia
1946,SOM,Somalia,SO,Somalia
1947,UGA,Uganda,UG,Uganda
1948,COD,Democratic Republic of the Congo,CD,"Congo, The Democratic Republic of the"
